2015-01-18T00:05:34: Launching bolt session for c:\users\ahankendi\documents\visual studio 2013\projects\pageguidemvc\.pageguidemvc.boltdata - SessionId: 363e9762-56f1-4560-9ec2-56965250a259
2015-01-18T00:05:36: NOT LICENSED: License for NC-DSK expired 08.01.2015.
2015-01-18T01:17:43: GET http://127.0.0.1:11235/serveravailable.json 200 0,002s 
2015-01-18T01:17:43: GET http://127.0.0.1:11235/serveravailable.json 200 0,002s 
2015-01-18T01:18:13: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:18:13: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:18:43: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:18:43: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:26:40: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:26:40: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:27:08: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:27:08: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:27:38: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:27:38: GET http://127.0.0.1:11235/serveravailable.json 200 0,001s 
2015-01-18T01:27:47: Closing bolt session for c:\users\ahankendi\documents\visual studio 2013\projects\pageguidemvc\.pageguidemvc.boltdata - SessionId: 363e9762-56f1-4560-9ec2-56965250a259
